artist_name,track_name,track_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
Makaveli,Bomb First (My Second Reply),5X2NLMWzdZR1A5D6CV1Paj,44,0.183,0.761,296813,0.871,0.0,2,0.415,-4.059,1,0.328,94.081,4,0.505
Deniece Williams,Silly,3XrzApq8R10O6WwNwMw8t4,40,0.89,0.473,357360,0.241,0.00386,5,0.141,-14.872,1,0.0323,115.163,3,0.404
Korn,Chi,5cLttQXyVI07tUKCN8T4OD,46,0.005,0.543,235947,0.829,0.00186,11,0.181,-7.931,0,0.148,123.998,4,0.521
Thompson Twins,If You Were Here,654lELZqLqtqudKZDUveYK,42,0.0493,0.601,176827,0.617,4.78e-05,0,0.283,-10.904,1,0.035,114.074,4,0.417
Mel Carter,"Hold Me, Thrill Me, Kiss Me",5XPwkZ7vNxeidpNLAkwtFp,43,0.74,0.476,149533,0.575,0.0,1,0.147,-6.522,0,0.0383,111.135,3,0.509
Damian Marley,Me Name Jr. Gong,3RAjbhz2rNIAyujNyumABN,47,0.142,0.805,230693,0.666,0.0,6,0.0945,-5.195,0,0.0934,125.505,4,0.89
Los Rehenes,Cosas Buenas Que Parecen Malas,7AlJCYxNunX7EGdazNbM9c,44,0.255,0.729,170600,0.579,2.74e-05,5,0.245,-7.793,1,0.0378,83.009,3,0.916
H-Town,A Thin Line Between Love & Hate (feat. Shirley Murdock),1ZQndK2NBHKKOaS8n1CTGP,41,0.536,0.549,300000,0.446,0.0,0,0.0442,-7.807,1,0.258,122.431,4,0.511
R. Kelly,When a Woman's Fed Up,015A6ZcNAWSSuwY7iDcD1b,43,0.467,0.682,278760,0.579,2.21e-06,2,0.0952,-6.526,0,0.101,76.915,4,0.712
Mark Wills,Jacob's Ladder,4DOycXfankFRhhIUvBMdFP,41,0.0906,0.596,185733,0.539,0.0,2,0.247,-8.861,1,0.0254,77.43,4,0.642
Alejandra Guzman,Eternamente Bella,3pIgumKqXX7ge7lT9rCvNy,62,0.0878,0.751,206440,0.7,0.00162,0,0.165,-12.192,1,0.0286,114.123,4,0.972
Marilyn Manson,Angel With The Scabbed Wings,0FQjfJB4cdkVfxZHz8RV4M,46,0.000546,0.626,231920,0.759,0.00552,8,0.313,-9.522,1,0.0526,108.005,4,0.549
SWV,You're the One,67ZorjDM25q7bETfLbHdfS,43,0.522,0.79,282600,0.608,0.00491,6,0.193,-7.151,1,0.0363,94.166,4,0.958
Los Temerarios,Corazón de Otro,3SaGWAhXD4ntVgg8acyRiG,44,0.0979,0.721,217827,0.534,0.000443,9,0.0788,-9.994,1,0.0289,121.931,4,0.702
Dru Hill,5 Steps,7mbly2D0GmkwqDGN8nTrRz,40,0.478,0.396,343827,0.403,0.0,9,0.141,-8.824,1,0.0468,105.65,3,0.239
Firehouse,I Live My Life for You,4vHp893kV7HksfB5FN1Nk5,48,0.0537,0.519,261827,0.517,0.0,1,0.0928,-7.531,1,0.0286,141.808,4,0.344
Hillsong Worship,Shout to the Lord - Live,52mdbM1tueoC8UnYvZ9uTX,48,0.223,0.389,279507,0.305,0.0,9,0.12,-12.527,1,0.0252,74.921,4,0.263
2Pac,Ain't Hard 2 Find,7AKYbayA2idDquYVASfu1F,46,0.0237,0.755,268573,0.87,0.0,11,0.165,-4.483,0,0.271,89.966,4,0.522
Alice In Chains,"Would? - Live at the Majestic Theatre, Brooklyn, NY - April 1996",7etojJg0JsetC3fSVpU3tX,48,0.0467,0.613,223267,0.7,2.09e-06,10,0.702,-7.779,0,0.0283,100.743,4,0.467
Alice In Chains,"Over Now - Live at the Majestic Theatre, Brooklyn, NY - April 1996",7JGsjryRB00XsebAyy4Hy7,45,0.167,0.608,432560,0.502,0.00626,5,0.244,-10.45,0,0.0404,111.41,4,0.278
Marilyn Manson,Antichrist Superstar,6XN91pyNTEtP2o1SZY5Cwk,46,0.000776,0.375,314267,0.816,0.00399,2,0.133,-9.709,1,0.0883,171.973,4,0.333
Los Temerarios,Una Tarde Fue,7trA1Ch9T9LWxf8IR5WSgC,44,0.0861,0.73,234693,0.62,0.000232,2,0.0682,-10.653,1,0.0264,120.194,4,0.637
Jamiroquai,Virtual Insanity - Remastered,6zZmwY5qasaw7QtobXKpZs,52,0.171,0.618,340907,0.893,3.17e-05,6,0.285,-6.475,1,0.109,91.972,4,0.515
The Source & Candi Staton,You Got The Love - New Voyager Radio Edit,4nQkNmJJWnFIRsbIMeIrlX,49,0.0523,0.591,193600,0.898,2.66e-06,6,0.411,-4.779,1,0.0336,107.092,4,0.478
Cake,Friend Is a Four Letter Word,1prNlxt0CJBXEC8Xp0wxYd,42,0.107,0.436,201613,0.579,0.00073,9,0.0996,-9.795,0,0.0259,131.151,4,0.296
Steve Earle,Hard-Core Troubadour,7aXK1UkGw6bDc2zr4YUpdJ,42,0.00468,0.467,161053,0.915,0.0,7,0.0756,-4.441,1,0.0448,140.185,4,0.85
Backstreet Boys,Anywhere for You,05sp2EySV6DXsKLeBnjaK0,39,0.327,0.627,281333,0.583,0.0,5,0.142,-6.746,0,0.0366,129.674,4,0.299
Deniece Williams,It's Gonna Take a Miracle,6AeOM7N0rK3tYOINY2k5qy,41,0.85,0.567,249640,0.458,0.000627,7,0.351,-12.049,1,0.0257,98.317,3,0.665
Nara Leão,O Barquinho,5TUmfePkCdoSYSavOykhau,53,0.884,0.671,187093,0.202,0.149,1,0.0912,-16.656,0,0.0551,144.573,4,0.505
Cheryl Lynn,Got to Be Real - Single Version,26FOglnpqOEWUyspcbNYq6,49,0.0585,0.802,228533,0.599,0.00602,5,0.0804,-11.259,1,0.0537,114.651,4,0.886
Lipps Inc.,Funkytown,0KQh7AuuZvpTKWhcJa8Pbr,40,0.00196,0.895,239227,0.453,0.374,0,0.0982,-13.987,1,0.0756,122.151,4,0.257
Los Del Rio,Macarena - Bayside Boys Remix,7obdw7ZGr6l1GqSBkFiY11,51,0.249,0.741,251797,0.868,2.19e-06,1,0.0945,-8.589,1,0.0527,103.201,4,0.947
Chaka Khan,Love Me Still,1Me0238KTGrw7POxazgl77,50,0.897,0.601,207733,0.161,0.000461,1,0.0729,-12.692,1,0.0301,75.928,4,0.458
Juan Gabriel,Pero Qué Necesidad,5UTmhKIe3xRyYrNnVMNRCw,52,0.359,0.708,351333,0.744,0.0,0,0.181,-11.028,1,0.0493,169.859,4,0.939
LL Cool J,Going Back To Cali,702JBOmVd5CHvo6DExxWXU,40,0.00287,0.915,250267,0.81,0.000943,9,0.166,-10.951,0,0.49,135.751,4,0.433
Modest Mouse,Talking Shit About a Pretty Sunset,5PrPN445xZxYuMD4nIR1UC,40,0.506,0.473,350493,0.714,0.00287,4,0.159,-9.16,1,0.0402,138.347,4,0.31
Fobia,Veneno Vil,7lBKa0oQnv6w2AgFiBqRW2,57,0.0312,0.475,297533,0.833,0.00013,9,0.302,-5.381,1,0.0393,175.039,4,0.938
Screeching Weasel,Cool Kids,2XTggG0CO00DkQy3U9rj1e,44,0.000742,0.597,133293,0.887,0.0345,7,0.188,-6.584,1,0.0406,93.031,4,0.88
David Ogden Stiers,The Bells of Notre Dame,47Wo2LeGbzdZTdEFNRZXV0,41,0.826,0.296,384693,0.177,5.06e-06,2,0.183,-19.888,0,0.0664,84.199,4,0.26
Little Anthony & The Imperials,I'm On The Outside (Looking In),2GMHqFwYnY3OGSvACE1pkE,40,0.82,0.383,187733,0.282,1.76e-05,7,0.212,-11.764,1,0.0467,187.09,3,0.246
Rosario,¡Que Bonito!,1MO5KuLnSaY1dlkWGDjHkT,60,0.401,0.791,229387,0.407,0.000105,9,0.103,-10.757,1,0.0321,103.989,4,0.518
The Cranberries,When You're Gone,3EXrtClWmgsM7dw75Mw2M1,52,0.351,0.454,296200,0.524,4.32e-05,3,0.0691,-7.128,1,0.0267,186.762,3,0.348
Madeleine Peyroux,La Vie En Rose,1njxWb5fM5L5eEq9MyWddU,48,0.974,0.371,201200,0.057,0.0,5,0.113,-14.804,1,0.042,78.842,3,0.33
Amr Diab,نور العين,3ZTuYuaV1fhdNnuIBuzTYy,51,0.265,0.747,307763,0.658,3.98e-06,8,0.0379,-12.339,1,0.0784,100.066,4,0.772
Amanda Miguel,Ámame Una Vez Más,3qJ0NiTTVCHAaQNBGiSPzS,52,0.507,0.655,266161,0.447,1.46e-06,9,0.0693,-9.629,1,0.0345,88.075,4,0.456
Blahzay Blahzay,Danger - Original Mix,5hHdrN23SMuJkAsoyUcN24,45,0.405,0.797,225267,0.744,0.0,11,0.364,-7.966,1,0.362,88.84,4,0.794
Ghostface Killah,Iron Maiden,63LVYnGJmWjNnmHiOVsGhe,44,0.369,0.757,286653,0.725,0.00139,8,0.431,-6.524,1,0.303,103.014,4,0.707
Domingo Quiñones,Tu Como Estas,4ByRNAPHBOOgYaS4vcNbUb,43,0.369,0.719,302067,0.523,0.0,10,0.295,-7.584,0,0.0388,92.413,4,0.819
D.L.G.,Juliana,6K5UtSAXChS6Rpm2NZJnrF,49,0.331,0.714,296853,0.957,0.00929,7,0.0837,-3.616,1,0.0409,94.062,4,0.965
Jimmy Buffett,School Boy Heart,4D9yc2tSLMkVjRRjS3BMTa,39,0.241,0.707,274500,0.814,1.23e-05,4,0.054,-7.853,1,0.0317,168.11,4,0.913
Face To Face,Blind,2ci2QBpQ7ded67RlxL1Spu,44,0.00241,0.385,162920,0.967,4.39e-06,0,0.256,-3.347,1,0.0614,195.612,4,0.662
Face To Face,I Won't Lie Down,5sEmIMKfc3Y75rDHc6dnOb,46,0.0113,0.466,197787,0.978,0.00466,8,0.361,-3.42,1,0.0612,135.022,4,0.5
Kenny G,Everytime I Close My Eyes (with Babyface),3QAWgoXqVTJ77tmy4ctoyB,47,0.0742,0.576,298067,0.251,1.06e-06,5,0.149,-14.939,1,0.0329,143.958,4,0.251
Ghostface Killah,Fish (feat. Raekwon & Cappadonna),37hqGqe1Btdp6xuljIm4zL,44,0.024,0.728,230467,0.723,3.71e-05,10,0.306,-7.441,0,0.271,86.003,4,0.586
Fobia,Vivo,5IfhLKhOBkHazqaoqFzH8G,60,0.299,0.539,283093,0.468,9.35e-06,7,0.108,-9.448,1,0.0274,180.019,4,0.332
No Mercy,Where Do You Go,37tzoWY1ubBQKGXiWdO5Qv,53,0.0346,0.734,272093,0.828,0.118,10,0.071,-11.018,0,0.0318,127.06,4,0.964
Crucial Conflict,Hay,56hvN4r1qI7kDW9cw1lVov,40,0.0324,0.752,260240,0.716,0.0,11,0.153,-9.205,0,0.0778,139.929,4,0.872
Toni Braxton,Let It Flow,2HCnOSo5WFKJXdvU8IDNZe,43,0.507,0.66,262373,0.489,0.0,0,0.0837,-7.618,1,0.0389,168.171,4,0.675
The Three Degrees,When Will I See You Again,2k3b3uzuEQJLmSV9BlSZTM,46,0.576,0.542,178097,0.595,0.00556,9,0.344,-10.944,1,0.0337,120.645,4,0.777
Beck,Hotwax,5Xsh0pkYiWAg229MvUH4sD,39,0.073,0.721,229267,0.692,0.00239,10,0.139,-8.598,0,0.0792,87.414,4,0.624
George Michael,Jesus to a Child,2SzCxX6M6vDwdEwnHDiTaY,56,0.314,0.534,411147,0.415,0.000365,1,0.0847,-11.781,0,0.0278,173.561,4,0.188
Rosana,A fuego lento,7nK3q1GgJDxlWfCwtiLV5a,59,0.513,0.673,220547,0.869,0.0,10,0.157,-4.566,1,0.0975,119.106,4,0.728
Metallica,Mama Said,4ePx4Js87KSIVMLL4RD7vX,40,0.0186,0.451,319600,0.497,0.000505,8,0.395,-7.694,0,0.0311,135.298,4,0.397
Grupo Mojado,Llorar Quedito,2O0eIukxche3RjnlDdmnuA,43,0.0406,0.757,207933,0.66,1.63e-06,11,0.061,-14.281,1,0.0404,95.043,4,0.846
Los Temerarios,Me Empiezo a Enamorar,2F1Nv2lAuMqsVCVx47eyuW,43,0.393,0.72,172133,0.555,4.15e-05,7,0.259,-9.353,1,0.0341,86.015,4,0.816
Az Yet,Hard To Say I'm Sorry,2OWzR8QoH7KaLtiN65v32x,45,0.604,0.537,195693,0.413,0.0,5,0.16,-9.949,0,0.0366,127.77,4,0.22
Clint Black,Put Yourself In My Shoes,2mqsQP9IIDbMIt6FGFkAEA,41,0.58,0.737,193093,0.41,0.0,9,0.25,-11.088,1,0.0353,104.647,4,0.397
Eels,Novocaine For The Soul,4uPi47C1WcnhIbvCx4zCu6,49,0.000788,0.41,188693,0.725,0.0761,6,0.0905,-7.784,1,0.0394,169.184,4,0.314
Marco Antonio Solís,Para Que Seas Feliz,67v0HTNTkJmbhxOipBunXe,45,0.497,0.689,289907,0.309,2.74e-05,5,0.105,-11.465,1,0.029,89.977,4,0.346
Pantera,The Great Southern Trendkill,055Oi1gpZYQ3mVC5aOntx7,44,6.04e-05,0.282,226973,0.987,6.01e-05,6,0.354,-5.371,0,0.193,116.23,3,0.183
Marilyn Manson,The Reflecting God,4zlGdsGD7D6qECEUOKByjF,45,0.000383,0.487,336333,0.902,0.445,9,0.708,-7.505,1,0.101,170.016,4,0.32
Marilyn Manson,Irresponsible Hate Anthem,7wyVuNCEr1j8NfG1vwMXZp,45,0.000177,0.357,257933,0.961,0.355,11,0.792,-8.726,1,0.161,188.272,4,0.251
LL Cool J,Mama Said Knock You Out,6dQJI4hFolhMnZhSHxkuGc,41,0.0402,0.802,287893,0.794,0.5,10,0.342,-7.351,0,0.125,102.37,4,0.614
La Bouche,Sweet Dreams - Radio Version,2xU1sCRaEBJujPuwMb2EyQ,45,0.0526,0.66,205840,0.946,0.103,11,0.0642,-7.59,0,0.0508,133.716,4,0.853
Alice In Chains,"Frogs - Live at the Majestic Theatre, Brooklyn, NY - April 1996",5VnZbUFXpx07Ab8NWJKuMj,44,0.325,0.574,450173,0.398,0.0283,11,0.648,-12.857,1,0.0271,92.041,4,0.084
112,Pleasure & Pain,74glbwcJjpaHIk4uqHilnM,41,0.0249,0.673,256960,0.539,0.0,5,0.188,-7.648,0,0.0293,117.689,4,0.333
Rubby Perez,Tu Vas a Volar,5P16dV6qkVUzL5uB1ytmDg,44,0.0885,0.71,296093,0.542,0.0,8,0.0985,-13.977,1,0.0432,141.186,4,0.939
Kenny Lattimore,Never Too Busy,0usjZV6Bed30idVp5a1Ju1,40,0.0953,0.761,331813,0.423,0.00166,4,0.0872,-10.152,0,0.0694,167.973,4,0.75
Royal Crown Revue,Hey Pachuco!,1z1m5WqzxzjRy4VGJMK2ft,47,0.0246,0.6,214107,0.791,0.0996,7,0.0796,-6.484,0,0.0622,137.588,4,0.317
Mark Chesnutt,It's A Little Too Late - 1996 Greatest Hits Version,0D5L0ZxGyhEFTqhfiXwYxw,39,0.357,0.516,163560,0.903,0.0,9,0.0724,-7.473,1,0.0536,172.999,4,0.812
2Pac,Whatz Ya Phone #,1yOedcASHco5R4m4f4zHhQ,44,0.000314,0.55,309520,0.947,2.12e-05,1,0.0355,-5.105,1,0.31,120.013,4,0.707
Cornelius Brothers & Sister Rose,Treat Her Like A Lady,75t6tcHkZDFKLKJwjXFMtq,40,0.191,0.775,160360,0.476,0.0,11,0.132,-8.539,0,0.0355,131.4,4,0.928
Claude Debussy,"Rêverie, L. 68: Rêverie",3YJrnXT1UNpRgnc7lcgXSF,47,0.994,0.296,256000,0.00896,0.91,7,0.0825,-31.948,0,0.0394,69.432,3,0.0673
A Tribe Called Quest,Stressed Out (feat. Faith Evans),3jaEmUzw0Nt4GcyPkWEDCi,44,0.0712,0.823,298200,0.399,0.000258,7,0.0954,-10.108,1,0.234,93.524,4,0.577
Brandy,Missing You,0BP2RFjKRSmNtkJW3f1nhR,39,0.231,0.581,252494,0.505,0.0,4,0.142,-5.434,1,0.0309,135.594,4,0.131
Alice In Chains,"Heaven Beside You - Live at the Majestic Theatre, Brooklyn, NY - April 1996",6t6L6kLosuIY7Wl9cHnYpS,45,0.259,0.651,337867,0.701,2.28e-05,1,0.72,-8.198,1,0.0389,112.537,4,0.426
Ghostface Killah,All That I Got Is You,627vP3nl9eI4xF4yEQEyze,42,0.787,0.251,320813,0.692,0.0,10,0.33,-8.435,0,0.0945,175.596,4,0.812
Spice Girls,Mama,3dNv3OuX6ol9si6PZ9KSAh,54,0.345,0.615,304960,0.734,0.543,8,0.0963,-9.328,1,0.0321,95.848,4,0.811
David Essex,Rock On,7aMLQavs9eIki5fllOn4sx,41,0.922,0.708,202600,0.171,0.00775,1,0.755,-20.71,0,0.2,75.192,4,0.619
Westside Connection,Gangstas Make The World Go Round,2vytyWClpsahqcL6NibSE3,38,0.0977,0.754,272834,0.575,0.0,9,0.474,-8.22,1,0.366,180.389,4,0.561
Cuisillos De Arturo Macias,Pequeña Orgullosa,50dy8CznSlDJnHaYba7xT4,43,0.651,0.564,178608,0.705,0.000341,8,0.244,-8.694,1,0.0351,149.317,4,0.935
Marco Antonio Solís,Asi Como Te Conoci,6xQGFNUwaPUsdIfmmzzRcr,44,0.171,0.732,259773,0.45,0.00174,9,0.154,-10.44,1,0.0298,154.152,4,0.437
Babyface,"This Is for the Lover In You (feat. LL Cool J, Howard Hewett, Jody Watley & Jeffrey Daniels)",1blZP5x1XQSqQFpTy12rFh,42,0.0295,0.887,239733,0.416,1.06e-05,1,0.066,-7.346,1,0.0518,94.013,4,0.761
Trans-Siberian Orchestra,Christmas / Sarajevo 12/24 - Instrumental,3sBnSBnzpEYKpJYGsAIbup,38,0.197,0.292,205333,0.567,0.852,4,0.0947,-9.487,0,0.0316,186.405,3,0.156
The Cranberries,Go Your Own Way,0VuhdSYkAOmhASbt5vnkdO,49,0.000959,0.466,241960,0.939,2.91e-05,5,0.0941,-3.812,1,0.0416,138.514,4,0.655
LL Cool J,Doin' It,2syWojRQnAHSAEG8YbcdlV,42,0.398,0.812,294133,0.523,0.0323,10,0.113,-11.779,0,0.202,95.017,4,0.612
Barbra Streisand,I Finally Found Someone (feat. Bryan Adams),2WthqeuPLwn0CHwCMrlt6L,49,0.674,0.562,221973,0.224,0.0,6,0.127,-15.069,1,0.0289,139.009,4,0.0707
Rosana,Si tú no estas,7CX6W4Mf98wMgX0izqRpAl,57,0.874,0.51,256320,0.128,0.0,3,0.0966,-10.878,1,0.0424,133.215,4,0.342
Eels,My Beloved Monster,0GXPDJCtVhrgZFuVlepFLp,47,0.308,0.467,132173,0.278,0.34,9,0.633,-12.855,1,0.033,97.327,4,0.459
Makaveli,Life Of An Outlaw,0hDUDWC4tSaBtTvCx1W5Xb,43,0.176,0.828,295560,0.863,0.0,7,0.352,-3.604,1,0.232,91.079,4,0.829
Stone Temple Pilots,Lady Picture Show,6y1I8cGzw6KWy2zPA572Jq,43,0.0148,0.343,246307,0.936,3.37e-05,4,0.113,-4.897,1,0.0386,156.905,4,0.522
Mista,Blackberry Molasses,0a25e134ccYhXxC2ajoyQr,41,0.26,0.765,246453,0.387,7.57e-06,0,0.126,-9.142,1,0.0283,95.173,4,0.697
Terri Clark,"Poor, Poor Pitiful Me",1ak2K9SpHCjnDbxmNFxr6P,40,0.124,0.733,190267,0.688,0.0,1,0.0569,-6.589,1,0.0259,126.208,4,0.76
Galy Galiano,Me Bebí Tu Recuerdo,4qDw65LRA3tT1ZDmghkgFA,49,0.547,0.584,199720,0.352,0.000213,4,0.325,-7.883,1,0.0319,149.224,3,0.693
Bryan Adams,Let's Make A Night To Remember,3wgNhWuV5gkcEkTgMBNcoA,51,0.176,0.471,378907,0.627,0.000964,0,0.145,-6.733,1,0.0256,175.854,4,0.375
Face To Face,Walk the Walk,4A2ACnyRUwxcfKiQypDwFy,43,0.0024,0.516,215413,0.973,0.024,0,0.128,-3.992,1,0.0715,107.845,4,0.608
N.W.A.,Fuck Tha Police,0DFRrABd2ppHhS3QaZuCJ1,54,0.00956,0.85,343373,0.837,0.0,6,0.0772,-6.37,0,0.291,98.694,4,0.737
Whitney Houston,I Believe In You And Me - Film Version,1kwNHkKXJ4c4MchgATAOBJ,44,0.785,0.434,241960,0.268,0.0,1,0.0881,-11.52,0,0.0355,119.804,4,0.121
Madonna,Don't Cry for Me Argentina,0bLRXQaWzmSXRXPmP6JnEF,49,0.901,0.217,331467,0.146,4.49e-06,11,0.222,-13.9,1,0.0373,75.922,4,0.0847
Aphex Twin,Fingerbib,3kbaZC3FZTecvlSR67Sr19,43,0.872,0.619,228867,0.564,0.926,10,0.16,-10.696,0,0.0293,131.908,4,0.787
R. Kelly,Half On a Baby - Radio Version,1bUNFlRKqHBDYCi52FYDKH,39,0.463,0.738,295773,0.521,2.36e-05,8,0.0757,-5.49,0,0.0399,114.006,4,0.552
Penguin Cafe Orchestra,Perpetuum Mobile,1MIwRUsj23h7cYn6mNiqHw,44,0.907,0.54,269800,0.322,0.859,0,0.117,-15.317,1,0.0431,164.799,4,0.786
ZZ Top,She's Just Killing Me,0ih7vuNB91mvoJ7D6raq0q,47,0.000686,0.54,296933,0.931,0.00108,4,0.333,-6.002,1,0.0434,123.887,4,0.653
Leo Sayer,More Than I Can Say - Remastered,17M1JFSr2eEvo5dQnCIQim,47,0.213,0.726,222133,0.506,3.32e-05,10,0.332,-12.77,1,0.0239,96.5,4,0.72
Los Angeles Azules,Mi Niña Mujer,5T01Xvq4sH0rakGkI1T5O5,45,0.342,0.617,189040,0.502,0.0,7,0.0796,-6.299,1,0.132,85.696,4,0.715
A Tribe Called Quest,The Jam,0kMDFI2uqA16c8rWzXWlAU,44,0.169,0.893,278107,0.596,0.0,10,0.156,-6.549,0,0.342,94.623,4,0.734
Soda Stereo,Te Para 3 - MTV Unplugged,2kMVxFh1y5gow2hBtqGO4m,61,0.705,0.53,247000,0.339,0.0103,2,0.709,-9.913,1,0.0271,115.7,3,0.118
Rod Stewart,You're in My Heart (The Final Acclaim),4P9kOK2PafbamK95SJOCbO,48,0.632,0.554,267907,0.293,0.0,9,0.13,-12.336,1,0.0341,103.293,4,0.354
Pearl Jam,"Hail, Hail",5cpnyC2TLztgxOWNzoxqbY,46,0.00137,0.355,221147,0.953,3.93e-05,0,0.212,-4.4,1,0.0776,141.709,4,0.235
Descendents,Coffee Mug,6u52PVls4czt3mp2GnyGxe,40,0.077,0.482,34573,0.99,0.0,9,0.673,-5.243,1,0.125,102.864,4,0.449
Los Angeles Azules,A La Cumbiamba,1sBVsbSprnZzIpO33gG0c6,44,0.14,0.677,156893,0.741,0.149,10,0.0596,-6.888,1,0.0498,102.083,4,0.598
Alice In Chains,"Angry Chair - Live at the Majestic Theatre, Brooklyn, NY - April 1996",4Oc0UJYBAfBHiiBxQpXPH6,43,0.0632,0.621,276240,0.679,0.000497,8,0.988,-7.961,1,0.0475,109.413,4,0.185
Stevie B,Because I Love You,5ZSUHTr5L6KkIeXgrAUYO3,44,0.688,0.356,260267,0.398,0.0,1,0.117,-8.158,1,0.0322,124.921,4,0.0888
Daryl Coley,Beyond The Veil - Beyond The Veil Album Version,1XGD06MU8Ds1O0J9mjo2yn,38,0.517,0.357,507893,0.312,0.0,8,0.114,-10.438,1,0.0313,128.915,4,0.0897
Cella Dwellas,Perfect Match,5n6inewkkkFF15KqTXv1C7,45,0.19,0.807,261907,0.693,0.0,11,0.326,-5.482,1,0.425,85.819,4,0.77
Juan Gabriel,Se Me Olvidó Otra Vez,00zD9aiaLdQcIwSNoWD0pW,47,0.538,0.539,175507,0.294,0.0,9,0.206,-10.413,1,0.032,81.433,4,0.43
Akinyele,Put It in Your Mouth,0G2AuXLiwG8CDccAo3ZeiL,40,0.0575,0.654,202653,0.766,0.000121,7,0.214,-5.43,1,0.301,81.573,4,0.551
Café Tacvba,Ojalá que llueva café,7dDDsr1cMbpkE5MZLy8eHA,52,0.479,0.413,207187,0.594,1.32e-05,7,0.31,-7.81,1,0.0371,85.131,1,0.893
Pearl Jam,Smile,5707A8XNKQT26Ciek7H9KV,47,0.00462,0.442,231813,0.835,0.0855,7,0.169,-7.041,1,0.0295,156.396,4,0.683
Jaguares,Detras De Los Cerros,2ype6DLvWvW3NdSzDi8Dk2,50,0.229,0.57,238360,0.714,0.00131,9,0.243,-8.378,0,0.0283,135.778,4,0.881
A Tribe Called Quest,Get A Hold,1LuvccUiy1j9y8hpPBzQNh,42,0.0555,0.927,215267,0.427,0.000692,10,0.241,-8.304,0,0.391,95.23,4,0.652
N.W.A.,100 Miles And Runnin',7Fr7IW6tm3DvGIJT1T6NXO,44,0.0149,0.725,275627,0.931,0.0,6,0.268,-5.737,0,0.24,110.243,4,0.549
Pancho Barraza,Me Haces Falta Papa,3b6Za2STGFL2uINuTbBkt4,43,0.264,0.74,218360,0.35,0.0,0,0.246,-12.041,1,0.0412,130.437,4,0.949
Fishmans,BABY BLUE,2Eot25c6UOeLc4jcN3fEQF,42,0.144,0.785,369267,0.486,0.498,0,0.158,-10.5,1,0.065,90.989,4,0.79
Nana Mouskouri,Se Que Volveras,6cy5hG9A8uYZiDeEIILLkB,53,0.601,0.533,262800,0.498,0.00156,2,0.117,-9.279,1,0.0246,95.313,4,0.241
The Beatles,Real Love - Anthology 2 Version,5frMgt4jqRGJk3yMKfqOyl,45,0.054,0.389,234053,0.671,0.0161,8,0.22,-7.271,1,0.0306,175.75,4,0.42
Type O Negative,My Girlfriend's Girlfriend,3yubyWatnRRLHkIsN1ZI2Q,43,0.158,0.539,228827,0.762,0.908,4,0.0648,-6.908,0,0.0339,114.08,4,0.661
Burzum,Dunkelheit,5v3TSHYm8BzbON2u6QBEG7,46,1.5e-06,0.295,425067,0.545,0.891,4,0.585,-9.214,0,0.0442,54.669,4,0.438
N.W.A.,Straight Outta Compton - Extended Mix / Edit,3eGBESLT08agei7veoLLlz,51,0.117,0.773,266194,0.947,0.0,8,0.44,-5.824,1,0.249,102.146,4,0.464
Pancho Barraza,No Llores Mis Recuerdos,44XNXMwIfXuPuBurga0pSv,42,0.599,0.434,251960,0.414,3.97e-06,2,0.0767,-9.081,1,0.0512,152.233,4,0.959
"Interpreti dello spettacolo ""Bella Ciao""",Bella ciao,0UUhJ7DGne1u6gyy4SpTDO,59,0.77,0.596,96400,0.389,0.0,9,0.0931,-11.485,0,0.0695,145.851,4,0.938
Soda Stereo,En la Ciudad de la Furia - MTV Unplugged,2p4FOWHHd2A6TBmTkdt1G0,58,0.414,0.361,522000,0.519,0.0576,11,0.845,-10.02,0,0.0594,170.562,4,0.266
Babyface,"How Come, How Long (feat. Stevie Wonder)",6kTakcO9wwXh8tEqmJSV8h,46,0.0141,0.636,315093,0.555,3e-06,4,0.0966,-8.121,0,0.0264,80.912,4,0.289
Ricardo Arjona,Si el Norte Fuera el Sur,0RsJBwCYg9R1me7r8wLgvM,48,0.402,0.438,293333,0.572,9.24e-06,9,0.0642,-9.51,1,0.0533,80.254,4,0.57
Sepultura,Ratamahatta,3Tg8JctqoeIwZ3Rue8BjaI,49,0.00801,0.53,270640,0.95,0.205,10,0.33,-5.402,0,0.0959,112.627,4,0.411
MC Lyte,"Keep On, Keepin' On (feat. Xscape)",42aZFX1bcCDj75ue0KoNSd,41,0.24,0.875,271440,0.63,0.00011,1,0.0742,-6.015,0,0.114,91.043,4,0.733
Ezequiel Peña,Dos Traiciones,3pY94GeTHCZxrZU2eCtxwN,40,0.633,0.436,198427,0.311,0.0,4,0.236,-11.77,1,0.038,150.552,3,0.646
Rod Stewart,Sometimes When We Touch,095S6zESAqe4xrm321mGsa,49,0.724,0.589,265027,0.302,0.0,4,0.114,-11.919,1,0.0359,116.93,4,0.216
Intocable,Por Un Beso,7b6HqGIszgwGinMRtY4d1U,46,0.58,0.657,209493,0.511,0.0,7,0.118,-9.088,1,0.0363,128.358,4,0.589
Men At Work,It's a Mistake,5xNmWMhsZncmM9zziHww42,46,0.255,0.708,271707,0.605,2.2e-05,11,0.0838,-4.71,1,0.0287,106.297,4,0.936
