artist_name,track_name,track_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
JEANS,Me Pongo Mis Jeans - Mijangos Radio Edit,4Dq9LOUewuUB9JlaqbuK7k,37,0.0265,0.757,230933,0.951,2.72e-06,11,0.0442,-7.156,1,0.0424,137.979,4,0.687
Hildemaro,Agua Caliente,4IpLwNEogub3ewrIxf03iy,33,0.502,0.713,239398,0.691,0.0,10,0.222,-5.973,1,0.0354,167.724,4,0.871
Fobia,Descontrol,5SLBKNTAinO0L3d3zfmuQX,35,0.147,0.588,300027,0.811,5.96e-05,9,0.142,-5.555,1,0.0318,120.035,4,0.376
Jossie Esteban,Un hombre busca un mujer,7GZF1cRvAPmon6XmzgKjSf,27,0.321,0.894,295453,0.746,0.000639,9,0.0753,-7.605,0,0.0548,117.686,4,0.816
Faithless,Salva Mea,6mk7JS6wLfGnGM5pNJI2Mz,40,0.00855,0.331,645333,0.905,0.774,5,0.242,-6.601,0,0.0369,128.041,4,0.17
Sloan,The Good in Everyone,20eg0KIEFJLEywzDYMfi2s,33,0.000573,0.323,138298,0.972,0.305,4,0.457,-3.882,0,0.0591,136.288,4,0.747
Los Auténticos Decadentes,La Guitarra - Remasterized 2001,5Dh1gxn07tASYJPzdQjsDX,50,0.154,0.668,219800,0.873,0.0,4,0.164,-6.336,1,0.0319,146.372,4,0.933
Manowar,Courage,5yW7add6PtGfDDgo3tKBdi,37,0.0134,0.45,229333,0.437,0.0,2,0.121,-7.633,1,0.0287,60.947,4,0.17
Salsa Kids,La Magia de Tus Quince Años,17SmDFKBpRMKTJMWhBDlDM,36,0.514,0.569,264882,0.687,2.66e-06,2,0.0902,-8.963,1,0.0324,175.11,4,0.86
Die Toten Hosen,Bonnie & Clyde,2hZAJcLnFGk6V50TiD7yzm,53,0.0109,0.308,211733,0.904,0.0,0,0.105,-2.407,1,0.0537,166.911,4,0.348
U96,Heaven,3gpFz8oAnbKQz83jf17yco,43,0.0018,0.561,219600,0.98,0.000459,0,0.545,-6.573,1,0.0434,154.038,4,0.486
Juan Pablo Manzanero,Uneme,6K6nFx99Vj18jE8ZtrVrFa,36,0.038,0.573,217747,0.716,0.0,5,0.183,-7.155,1,0.0296,105.003,4,0.732
Los Auténticos Decadentes,Loco (Tu Forma De Ser) - Remasterized 2001,1MHjD8R1CGSImtGq4izTrw,40,0.109,0.74,310147,0.527,0.0,11,0.0766,-9.154,0,0.125,113.236,4,0.685
Marcos Witt,Al que es Digno,2xeBapTsRlyhy9yGSB5xCm,31,0.532,0.506,248893,0.875,0.0,2,0.973,-8.02,1,0.0626,110.075,4,0.439
Los Tres,Quien es la Que Viene Alli - Unplugged Version,4131I9Y7U9QTLI4mAhpUTQ,45,0.424,0.737,249280,0.527,0.152,6,0.959,-11.62,1,0.0756,89.332,4,0.756
Böhse Onkelz,Auf gute Freunde,0oIVNEkOgvOU9yG9oW13xC,58,0.00913,0.614,317827,0.838,1.42e-06,11,0.0835,-6.467,0,0.0423,139.955,4,0.49
Baby D,Let Me Be Your Fantasy,5NrSz7dRurN8VjHpFuRgph,42,0.0714,0.633,470507,0.834,0.0921,4,0.36,-11.86,0,0.0409,134.956,4,0.355
Hillsong Worship,Let the Peace of God Reign - Live,69FiH0vOExKh0FgFe9BlPt,28,0.445,0.381,322867,0.469,0.0,5,0.971,-10.963,1,0.0368,67.304,4,0.197
Candan Erçetin,Sevdim Sevilmedim,1GspL1S1otrisVWozJsRTI,48,0.00586,0.638,275000,0.946,1.28e-05,2,0.222,-7.935,1,0.0626,113.947,4,0.764
Kenny Lattimore,If You Could See You (Through My Eyes),2hcWYNvgrV5HSYpFbjDIo5,21,0.17,0.553,298376,0.533,0.0,0,0.122,-7.122,1,0.0327,143.98,4,0.127
Kavita Krishnamurthy,Aaj Main Upar - Khamoshi - The Musical / Soundtrack Version,4LSYdjGafFt16ItlHwCE8j,33,0.318,0.649,331333,0.783,0.0011,9,0.07,-9.771,1,0.0607,98.032,4,0.867
Alejandra Guzman,"Mirala, Miralo",6WNEHA6cfk9jzwGM3CKMJC,41,0.00274,0.662,240440,0.748,0.000885,5,0.0816,-10.09,1,0.0298,122.103,4,0.616
Hương Lan,Dam Cuoi Tren Duong Que,6dEg48L9Brcixq2jW0BdWn,24,0.723,0.718,331821,0.177,5.1e-06,0,0.113,-18.242,0,0.0519,124.709,4,0.462
Otto Brandenburg,To lys på et bord - 1996 Digital Remaster,6eUoypYbaQq53S5ljtIo2d,34,0.571,0.322,229947,0.585,0.0,3,0.164,-4.536,1,0.0349,66.924,3,0.408
Youssou N'Dour,7 Seconds,6ujamBcBsjC0cpyeMr9xja,45,0.075,0.681,299640,0.672,2.63e-06,1,0.147,-10.505,0,0.027,154.199,4,0.54
Sl2,On A Ragga Tip ‘97 (original Mix),7LzePPG7eWPV5TBefnwwvP,44,0.0141,0.535,309427,0.944,0.0774,9,0.138,-7.774,1,0.07,139.941,4,0.736
Kid Abelha,Pintura íntima - Compacto,0kocdEM8L4eBJFmfhrGoru,49,0.0909,0.616,267960,0.684,0.000144,5,0.0545,-7.827,1,0.0303,135.538,4,0.917
Articolo 31,Domani,3i2BVheWF3DueqfFKPuhOW,48,0.101,0.783,306627,0.538,0.0,6,0.102,-7.286,1,0.106,95.046,4,0.763
Bo Kaspers Orkester,Ett & noll,3yF7TcLTBAaPsPhTschDrF,37,0.672,0.933,246333,0.427,0.129,5,0.107,-12.741,0,0.0431,118.183,4,0.575
Sepultura,Roots Bloody Roots - 2017 Remaster,00QPd0zbe8ZcxOvmzU9HOa,30,0.00024,0.436,212840,0.879,0.0225,4,0.286,-7.94,0,0.0963,120.527,4,0.298
The Divine Comedy,Songs of Love,32JdLIFho9kfeUzUhaWpMS,36,0.63,0.443,206200,0.338,0.0,0,0.129,-12.287,1,0.0271,82.672,3,0.198
Sérgio Reis,O Menino da Porteira,48WMBRhpAJ0PuEY8VT9qxg,38,0.49,0.642,200000,0.591,4e-05,5,0.203,-7.943,1,0.0636,82.832,4,0.857
D.L.G.,Todo Mi Corazon,4HUzOrwak0j6l3Z0RVTLwO,34,0.193,0.395,298427,0.888,0.000735,2,0.0938,-5.988,1,0.0473,172.56,4,0.936
Anna Vissi,Eleni,6bBTwFeLmGXGCRGoG6XGmy,34,0.62,0.713,296000,0.493,0.0,3,0.0904,-12.154,0,0.0795,143.36,4,0.602
Lobo,I'd Love You To Want Me - Re-Recorded In Stereo,5O5FF65OXZtpzyr8JOu0jv,30,0.501,0.626,252533,0.363,2.32e-05,10,0.0994,-13.457,1,0.03,74.829,4,0.49
Los Auténticos Decadentes,Como Me Voy a Olvidar - Remasterized 2001,67dU2TAbObM9VkMouyh5SD,44,0.126,0.69,205040,0.883,0.0,7,0.265,-5.113,0,0.0524,146.034,4,0.962
globe,DEPARTURES - RADIO EDIT,2ggw0Py9eptisSvB1xkgkc,47,0.0104,0.614,315000,0.708,0.000459,5,0.306,-8.829,0,0.0366,100.004,4,0.152
Jean Leloup,I Lost My Baby,4tSffeciMCcNIvITmh6QHP,45,0.853,0.662,178293,0.436,0.0,9,0.0624,-12.9,0,0.0651,92.857,4,0.627
Fabrizio De André,Dolcenera,1DFFUsN49AUonUcTiQNnjI,45,0.177,0.68,297787,0.492,5.63e-05,11,0.201,-8.359,0,0.0436,125.827,4,0.595
K. J. Yesudas,Harivarasanam,1QNB2qyQkAD6uZMXzrip1I,28,0.783,0.616,306680,0.614,0.0,4,0.183,-8.573,0,0.0702,141.302,3,0.963
Los Piojos,Muévelo,2RzNpQEcatMIym0AFLJUsF,47,0.0776,0.617,261133,0.838,2.95e-05,7,0.365,-5.274,1,0.0422,139.601,4,0.926
Les Rita Mitsouko,Marcia Baila - Acoustique,46kRBSZr3cWm7F19PVuxMp,42,0.219,0.655,370067,0.892,0.0,7,0.737,-4.018,1,0.0573,127.62,4,0.679
Chico César,Mama África,6LIGU1z7M7GTbUxS6vYawX,43,0.243,0.79,228653,0.731,1.36e-05,1,0.324,-9.038,0,0.137,80.467,4,0.926
Vishal Bhardwaj,Chhod Aaye Hum,0V1ydpcCmkLFvHuQ4cmCNz,31,0.706,0.541,312987,0.512,9.65e-06,0,0.105,-7.954,1,0.0318,93.937,4,0.193
"Baddiel, Skinner & Lightning Seeds",Three Lions '98,2I2VmhT5SKXbdJpQb0qA89,40,0.343,0.467,240280,0.872,1.6e-05,3,0.384,-5.063,1,0.0539,125.922,4,0.373
2 Brothers On The 4th Floor,Fly,1xFXACbrf08B2fsnWldOtY,39,0.0389,0.696,208227,0.898,0.0656,0,0.461,-4.664,0,0.0331,134.027,4,0.754
Manowar,King,5YQkKuvPPLVc4VuaHI5J4k,33,0.00125,0.624,385133,0.742,0.0514,2,0.166,-6.677,1,0.103,156.019,4,0.357
Tsai Chin,渡口,5ll6r4NijiGnFq1HuwOeUB,26,0.409,0.46,227333,0.147,7.57e-05,8,0.11,-19.637,0,0.0428,127.992,4,0.0655
Joaquín Sabina,Aves de Paso,13nyc1sxYqFDmaGyr1bmYP,38,0.0737,0.768,272627,0.719,4.07e-06,7,0.135,-7.521,1,0.0296,114.489,4,0.78
Ivanushki International,Тучи,2dCTKcZgQf4Ipg3PANGIwc,26,0.0272,0.588,253333,0.656,9.76e-06,6,0.0408,-8.539,0,0.0686,180.003,4,0.678
無印良品,掌心,54Y0Rvaki4qklCCHiAc0vv,31,0.149,0.494,265200,0.412,0.0,1,0.0565,-9.585,1,0.0308,135.87,4,0.465
Mavis Fan,健康歌,6xlWJbSKO6nWDaXNgrjnCO,26,0.275,0.837,177827,0.702,0.0,8,0.0609,-10.855,1,0.0486,132.056,4,0.983
Keith Whitley,Don't Close Your Eyes,3MzVaROkJdm78nwzEOy6TQ,31,0.453,0.602,251733,0.335,3.15e-05,7,0.0709,-11.302,1,0.0256,78.06,4,0.288
Cidade Negra,Firmamento (Wrong Girl To Play With),1nIUyUBymV5cWXb1D92Axu,41,0.0243,0.718,225613,0.776,0.0549,2,0.0463,-6.654,0,0.106,78.372,4,0.765
Marisa Monte,Beija Eu - Ao Vivo,22iztEnf7LVHjmi38LQMXG,36,0.36,0.391,197173,0.606,6.81e-05,2,0.626,-10.214,1,0.0365,160.117,3,0.302
Patricio Rey y sus Redonditos de Ricota,Juguetes Perdidos,3TIkut2zp86kcWkzyGEFCS,49,0.000713,0.45,429400,0.812,0.000611,4,0.502,-7.516,1,0.0347,166.048,4,0.251
globe,Feel Like dance,4hBSyUmiZvlbuPSy3lUeVJ,38,0.0318,0.653,353867,0.953,0.000235,7,0.0988,-6.609,1,0.0524,125.011,4,0.501
Julia Boutros,Chi Gharib,4jvFm6b506dLa5gxdA4Oby,27,0.757,0.729,346645,0.584,7.75e-05,5,0.0807,-10.372,0,0.0401,142.049,4,0.751
Sentenced,Noose,7Hv98IdZ1vcYzV5nyDhxjN,38,0.00027,0.53,241267,0.893,0.37,7,0.095,-5.426,0,0.0704,135.076,4,0.585
Joaquín Sabina,El Rocanrol de los Idiotas,0F46LTHbygFA3XidZglv4o,39,0.402,0.686,259693,0.673,0.0,7,0.253,-7.658,1,0.0367,91.592,4,0.89
Lucio Dalla,Tu non mi basti mai,0VMh6D6ryDKoLFmd6EuqbU,42,0.42,0.635,270333,0.376,0.049,5,0.0925,-16.8,1,0.0315,86.003,4,0.525
Articolo 31,Tranqi Funky,2ttUbhePgGQQKAe5vxQVG4,47,0.266,0.85,203027,0.942,3.15e-06,5,0.342,-4.738,0,0.0784,107.818,4,0.902
Candan Erçetin,Umrumda Değil,5EwuEwhtKAmWFMm8cVuM9W,47,0.147,0.765,265307,0.873,0.0,11,0.0603,-8.625,0,0.123,94.973,4,0.891
2 Brothers On The 4th Floor,Come Take My Hand - Extended Version,67LwOmbVW0jQpG9G6nnCYz,46,0.00439,0.553,314067,0.818,0.458,7,0.24,-8.132,1,0.0525,167.992,4,0.18
Doug and the Slugs,Making it Work,6lRC5xW5UUIQvWCfQ93s0K,35,0.0406,0.712,210827,0.589,0.0,9,0.115,-9.798,0,0.0558,154.311,4,0.973
Sandy & Junior,Não Ter,7BbYvCWtaJ9CPNGBwnJjiE,50,0.784,0.778,292000,0.572,0.0,3,0.16,-5.019,1,0.032,106.646,4,0.467
Headstones,Smile & Wave,7MSyM30ogofEgnXT4Bv6nv,34,0.00938,0.522,247733,0.902,0.0273,7,0.139,-4.365,1,0.0541,121.272,4,0.548
Fun Lovin' Criminals,We Have All the Time in the World,7jRoFCCkNsr7rZidSM1zF2,37,0.0209,0.687,221293,0.588,0.848,9,0.11,-8.766,1,0.0344,91.847,4,0.402
Alejandro Filio,Después de Ti,7o6WEhWTa73yA3qiprJfQO,39,0.932,0.587,184533,0.0696,2.52e-06,11,0.109,-16.084,1,0.0788,113.481,4,0.226
Aviv Geffen,עונות,2E5u1DoQjop4zLOEmiNKa2,33,0.00162,0.318,235000,0.848,1.39e-06,10,0.124,-8.355,1,0.0325,193.39,4,0.888
Serge Gainsbourg,Les sucettes,37cztueZcVuYM5hONhKam3,32,0.614,0.598,155533,0.503,0.000782,0,0.346,-13.826,1,0.0589,111.66,4,0.73
Vladimir Presnyakov,Стюардесса по имени Жанна,568Dzcy16KiTbpvYnAQkIG,25,0.527,0.679,243493,0.915,3.33e-05,9,0.0963,-7.439,1,0.0546,111.746,4,0.873
Colonial Cousins,Krishna,6g57S5SIlzmWBru2l6uFjM,30,0.597,0.594,350147,0.619,0.000144,1,0.0694,-11.123,0,0.0478,89.691,1,0.385
Runrig,Rhythm of My Heart,7gplXzD8o8wBuUOhQHBm8J,36,0.0206,0.485,275947,0.743,1.99e-05,9,0.0979,-8.722,1,0.0945,148.29,3,0.497
Neffa,Aspettando Il Sole,0HgSaG6pYR3Nlt45GQyrKp,47,0.175,0.696,312000,0.407,0.0143,2,0.127,-9.825,1,0.0501,88.971,4,0.62
Los Auténticos Decadentes,Besándote - Remasterized 2001,0hLkWUECYBHJrzWzdwBiFN,45,0.0783,0.7,262067,0.747,1.18e-05,7,0.0681,-6.341,1,0.0531,98.946,4,0.82
Guus Meeuwis,Het Is Een Nacht... (Levensecht),1jnUXW29r0JgYRcQmC3gIp,55,0.541,0.631,225040,0.623,5.3e-06,7,0.157,-7.013,1,0.0297,138.076,4,0.495
Kariya,Let Me Love You for Tonight (House Club Original),3hTGc9K8BvZ7tZaOAPJbxx,39,0.000903,0.804,378723,0.454,0.0386,7,0.0562,-15.129,1,0.05,112.116,4,0.582
Alejandro Filio,Ojos Verdes,05RxCiWGw3vKs0Mu6PWR4l,38,0.924,0.679,210907,0.22,1.35e-05,8,0.112,-11.284,1,0.0381,145.611,4,0.222
Saber Rebai,حيروني,0aphoVsfQe72HP7fJUWCp5,27,0.326,0.736,246805,0.984,0.0,1,0.114,-0.172,1,0.186,97.321,4,0.897
Michele Zarrillo,L'elefante e la farfalla,0wR0I3mXz8DLnE9hIaYUSv,38,0.519,0.499,253227,0.456,1.21e-06,0,0.303,-9.441,1,0.0257,164.923,4,0.214
Gilbert Bécaud,Nathalie,1jqRhit50JNcJ8Rs30mJvt,40,0.0689,0.408,247560,0.509,0.0,9,0.0878,-11.94,0,0.111,130.567,4,0.685
Luther Vandross,Too Proud To Beg,4IBfq7JnxlhUKRd5ecfdY7,18,0.84,0.567,290547,0.34,0.0,8,0.136,-9.836,1,0.028,129.917,4,0.155
Boudewijn de Groot,Avond,5Gc1NPkUBjkARUkH1Giwvh,33,0.657,0.479,276560,0.365,0.000544,0,0.12,-15.278,1,0.041,98.183,4,0.166
Hildemaro,Apago La Luz,5nCX2HfBv66tGVf46I1CY1,29,0.48,0.744,246921,0.646,0.0,2,0.151,-6.197,0,0.0477,168.515,4,0.782
Keith Whitley,When You Say Nothing at All,1fpf77VCIEN2s6JVuOfIKS,31,0.447,0.646,220693,0.454,0.0,3,0.0816,-9.183,1,0.023,80.01,4,0.565
Latin Fresh,Tranquilo,38mKkjNzXeDZGnTHGf5GjA,28,0.154,0.764,211766,0.728,0.0,6,0.911,-5.112,0,0.338,90.56,4,0.597
Fairground Attraction,Perfect,3ZqGaV6I9FgRureoCBPzuF,39,0.257,0.583,217173,0.188,0.0,9,0.0996,-15.928,0,0.0691,138.761,4,0.641
The Divine Comedy,Something for the Weekend,3rydLuqW22lOXbzygKQuS5,34,0.00247,0.539,259560,0.88,8.48e-05,0,0.238,-6.739,0,0.077,128.038,4,0.531
Edoardo Bennato,Viva la Mamma! - Version 2,51e862j4kozAvx5VU9eIIJ,42,0.496,0.69,206000,0.904,1.28e-06,10,0.0484,-8.939,1,0.141,168.319,4,0.579
Soul After Six,ก้อนหินละเมอ,6B9J6D1kpTNFACHRlYPduM,42,0.139,0.526,287120,0.779,0.000564,0,0.083,-6.163,1,0.0733,180.062,4,0.668
Vishal Bhardwaj,Chappa Chappa,7atOebyeANuCZsGhm33YLd,28,0.302,0.807,265987,0.714,0.0,0,0.0582,-7.627,1,0.0961,152.147,4,0.692
Sukshinder Shinda,Likhe Jo Khat,7iOgUPkFXU9h8TCyIYBsXg,30,0.00202,0.781,273888,0.783,0.000192,10,0.208,-8.518,0,0.0447,113.072,4,0.371
Serge Gainsbourg,Sous le soleil exactement,0drok2fIGZWYMg1aXnIzmV,35,0.273,0.663,171427,0.268,0.709,8,0.147,-12.733,1,0.0529,94.114,4,0.428
Vasco Rossi,Gli Angeli,1If1mZxUa3tnzUBLqqLPAu,47,0.0416,0.557,379720,0.689,0.0291,6,0.0543,-5.053,0,0.0306,119.764,4,0.362
Colonial Cousins,Sa Ni Dha Pa,2sF9kShaPgkYHT2lr2OCy8,28,0.155,0.67,306053,0.886,2.44e-05,0,0.096,-10.024,1,0.0579,108.166,4,0.629
Udo Jürgens,Ich war noch niemals in New York,3IchfVcS6QwpKLFuRE1Qyd,35,0.339,0.425,284773,0.483,0.0,8,0.0207,-9.956,1,0.0758,133.308,4,0.399
Iggy Pop,Lust For Life,7ryo3eIaVvEklZHpulcCqG,49,0.00464,0.199,313533,0.955,0.0,9,0.113,-7.046,1,0.0625,207.717,4,0.694
Zé Ramalho,Chão de Giz - Ao Vivo,246eGktYAPErkonyBGu3Gc,42,0.754,0.354,288427,0.403,0.0,4,0.477,-8.553,0,0.0292,108.275,4,0.189
Kumar Sanu,Duniya Mein Aaye,4dmWHeb5cqJyf9djA4N8IS,32,0.339,0.801,364107,0.702,4.95e-05,0,0.275,-9.874,1,0.045,129.986,4,0.953
Mavis Fan,雪人,4yiv37jghNbGoBK4Y9l7cA,32,0.349,0.566,282333,0.307,6.23e-06,0,0.356,-13.385,1,0.0333,115.852,4,0.166
Daniel Bélanger,Les Deux Printemps,0Nic6UN7Gkmc0KEGZeD5lL,41,0.579,0.438,194667,0.652,0.0,9,0.356,-5.465,1,0.0426,171.007,3,0.422
Notis Sfakianakis,O Stratos,0Y0ovjAfdvVrh6rYSzyZQy,27,0.729,0.71,220347,0.418,4.51e-06,5,0.0913,-8.301,0,0.0354,118.279,5,0.652
Mavis Fan,豆豆龍,1MOseZUTYq8SRksUxRFUEB,24,0.552,0.689,247773,0.563,0.0,0,0.216,-10.133,0,0.0272,130.01,4,0.53
Beyond,真的愛你,1QNKMUKIfncbuhGrQ2g89F,26,0.0571,0.448,275333,0.447,1.81e-05,0,0.618,-13.562,1,0.0264,75.824,4,0.392
Space,Neighbourhood,4pHPIxOJnGf0zwX5GCSVBW,37,0.0177,0.725,208560,0.866,8.77e-06,11,0.153,-6.052,0,0.0298,115.077,4,0.963
O Rappa,Eu quero ver gol - Acústico,52VgFTD7QmOmAPJZfxnPVK,43,0.0132,0.718,224453,0.739,0.0,0,0.0796,-7.585,1,0.0407,148.429,4,0.906
Kevin Kern,Water Lillies,5nqTmcBZcshZFieMdsreVf,25,0.956,0.479,257733,0.0529,0.941,3,0.107,-23.794,1,0.0293,92.134,4,0.466
Soledad,"Alma, Corazon Y Vida",6JzIPgXQpGicNUrpwsG0PS,37,0.799,0.612,157627,0.528,1.97e-06,8,0.0663,-6.098,0,0.0495,169.484,3,0.745
Grupo Malícia,Primeiro Beijo,2SD34xlDVD005M3Y0OgQiX,45,0.207,0.661,268093,0.753,0.0,7,0.0888,-7.514,1,0.0302,121.809,4,0.672
La Polla Records,Carne para la Picadora,3U6h9wbPXQMcoGXrEDCqbB,42,0.00146,0.505,170133,0.961,1.07e-06,5,0.249,-4.33,1,0.0432,135.971,4,0.486
Postgirobygget,Idyll,496pB9sYK4rEMnI4wlozDP,55,0.485,0.525,203253,0.63,1.83e-05,7,0.0827,-9.245,1,0.0297,156.164,4,0.535
Katinguelê,Recado a minha amada,6oDfRqEbg2gOf64XSwgfCF,42,0.503,0.665,243227,0.618,0.0,5,0.131,-10.467,1,0.0326,134.139,4,0.926
DJ Quicksilver,Bellissima - Radio Mix,4W8njwKQsbLFj3dZx82DWT,38,0.00294,0.784,230712,0.978,0.824,3,0.0931,-7.283,1,0.0339,135.995,4,0.481
Amanda Marshall,Beautiful Goodbye,6xqOFLDbyiXJ8FJA3mBDC8,29,0.652,0.486,317427,0.293,0.000943,7,0.178,-8.329,0,0.028,99.039,3,0.0393
Jacob Haugaard,Havaje,7obfrBu2DgDBa6Jtk5yXbJ,25,0.0147,0.751,182373,0.684,0.0,0,0.11,-6.75,1,0.027,130.007,4,0.625
Jan Johansson,Trollmors vaggsång,0HnzYVsrjA2RRHERHIAyvR,28,0.991,0.569,125240,0.0393,0.917,4,0.0847,-27.599,0,0.0448,89.182,4,0.168
Angra,Nothing to Say,1f9UFqewBrLP6d7pM6rzFJ,39,0.00125,0.514,384067,0.979,0.00918,0,0.102,-5.742,1,0.178,138.163,4,0.215
Linda,Марихуана,34JiSzNnm8Bsa6Og9JQw0S,23,0.0152,0.777,333427,0.643,0.0452,5,0.653,-13.542,0,0.0362,93.96,4,0.904
蘇慧倫,鴨子,52ZCvlqluyOzyS3u4yephB,26,0.102,0.693,202307,0.552,2.4e-06,0,0.109,-7.817,1,0.0272,97.014,4,0.41
Sandy & Junior,Dig-Dig-Joy,5Y2DShXxVd44SZqmTGqZu2,49,0.656,0.79,206307,0.909,0.0,7,0.143,-3.933,0,0.0645,117.628,4,0.914
Vinicio Capossela,Il ballo di San Vito,6oC8FuowgLT4ZSlXECLCNX,44,0.0371,0.564,203573,0.704,1.11e-06,2,0.227,-7.754,1,0.0355,81.97,4,0.572
Patricio Rey y sus Redonditos de Ricota,Me Matan Limón!,7h0wz5amgGNqbcGOo9ebXD,47,0.000897,0.691,215360,0.725,0.0741,0,0.113,-7.517,1,0.0277,121.071,4,0.893
Os Paralamas Do Sucesso,Lanterna Dos Afogados - Ao Vivo Em São Paulo / 1994,7u2dLvfzLcIBdTtswsaL7i,46,0.00228,0.464,298107,0.653,0.741,11,0.37,-12.153,1,0.0279,107.392,4,0.373
Dune,Million Miles From Home,1GVXDkz0Ky0LvOBh3u478h,38,0.00832,0.5,263720,0.885,0.000282,6,0.156,-10.834,0,0.0546,170.674,4,0.0378
Alejandra Guzman,Hacer El Amor Con Otro,1MtVzUD3q6z3NmppCZcCDb,53,0.133,0.466,278453,0.375,0.0,11,0.0879,-12.497,1,0.0289,133.567,4,0.436
Shlomo Artzi,מנגב לך ת'דמעות,1UjsDMtMPfbyj4OjgITAVH,30,0.71,0.552,187413,0.57,2.18e-06,1,0.0886,-6.973,0,0.0274,147.268,4,0.734
C-Block,So Strung Out - The Distance & Riddick Edit,2FrQJqbwLpnjgSY4VJMzPx,38,0.0467,0.799,400000,0.712,0.0165,7,0.677,-8.04,0,0.0485,119.997,4,0.514
Zeca Pagodinho,Verdade,2Hw2kl2Vkthv8JMRKyQkCU,35,0.0947,0.553,257920,0.72,0.0,5,0.108,-12.194,1,0.0582,106.315,4,0.648
Yaşar,Divane,3V9Cf4pENsRh02WTMJ726n,42,0.121,0.616,232107,0.837,0.0,5,0.101,-7.319,0,0.0514,119.946,4,0.634
Kumar Sanu,Tu Mere Dil Mein Basja,47mtyGJ7fZGcjDJiOPgolw,31,0.053,0.86,286173,0.726,5.74e-05,2,0.0516,-12.126,0,0.0872,157.5,3,0.888
Powderfinger,Pick You Up,53C1LPb2wOPry7mk3WtDdi,42,0.000813,0.569,259373,0.698,0.00281,10,0.29,-7.078,0,0.0271,109.477,4,0.44
Andrés Calamaro,Buena Suerte Y Hasta Luego,5vKeUPPUggANk0Fk3jytjp,41,0.114,0.345,181867,0.614,7.32e-06,11,0.341,-6.944,0,0.0448,125.335,4,0.398
Zezé Di Camargo & Luciano,Indiferença,1eFfTF24edors4OJjflIBw,41,0.761,0.615,249027,0.524,0.0,11,0.241,-7.648,1,0.0242,91.732,4,0.492
Sandy & Junior,Etc... E Tal,2unsj6yAx5SuNPKZTg9Sco,48,0.272,0.633,203933,0.748,0.0,9,0.153,-3.885,1,0.0616,161.171,4,0.858
Lavrentis Macharitsas,Enas Tourkos Sto Parisi,3EPhfNmsxqypmWPl7lKjOZ,34,0.0601,0.544,281493,0.414,0.0,6,0.331,-12.434,0,0.0322,98.328,4,0.571
David Calzado y Charanga Habanera,El temba,6SJaEuhCnoQyK0nHErF40Q,29,0.577,0.558,361509,0.919,0.0247,0,0.174,-7.988,1,0.0435,97.337,4,0.966
Abhijeet,Tan Tana Tan Tan,7a3KIYVlTcT7n7bRLGJAM7,27,0.0659,0.794,397453,0.962,7.89e-06,1,0.119,-9.801,0,0.0719,122.926,4,0.682
Zazie,Larsen,7e7i9vFIGKhYWbPQG3TjlF,45,0.0474,0.594,262400,0.824,0.000993,1,0.0861,-7.759,0,0.0528,90.523,4,0.604
Nazan Öncel,Erkekler De Yanar,09SsT6U26aWDG3VeiZUA4e,46,0.00263,0.683,230320,0.77,7.03e-06,6,0.354,-6.49,1,0.0246,102.732,4,0.784
Chico Science,Manguetown,1YrGWu68h115DkYinbJxRK,42,0.0914,0.747,194467,0.869,0.00124,11,0.0682,-8.088,0,0.0394,133.011,4,0.754
Patricio Rey y sus Redonditos de Ricota,Mariposa Pontiac - Rock del País,2i6bt0gKgRkCRZnPya54PS,46,0.0348,0.575,289613,0.848,0.0286,2,0.296,-5.881,1,0.0299,132.039,4,0.701
Skank,É uma Partida de Futebol,3MQcMZgLbTJHe6YdwrIYx9,42,0.000493,0.74,236360,0.913,0.000672,6,0.28,-7.088,0,0.0957,102.72,4,0.543
Poornima,Oonchi Hai Building,5rQLRMzIHjhjD0vtsEA5Ge,27,0.0369,0.816,311240,0.756,4.7e-06,0,0.422,-11.462,1,0.0818,103.033,4,0.74
Salsa Kids,Jóvenes,6TqiakI685x3bjXswMoZIm,30,0.308,0.644,274077,0.866,0.000243,8,0.103,-5.976,1,0.0307,91.098,4,0.816
Patrick Bruel,"Qui a le droit... - Live ""Si ce soir""",6uORP6hjzTP6GzzkZJgtok,39,0.875,0.345,273973,0.192,0.0,7,0.759,-11.801,1,0.0312,81.8,4,0.26
A.R. Rahman,Mustafa Mustafa,0XHI7qFNeVsVZ9dQE48W64,30,0.0191,0.828,365192,0.292,9.23e-06,9,0.13,-15.337,0,0.0516,95.054,4,0.704
Ceca,Kad Bi Bio Ranjen,1LFw3nCLn3nXJuZftj3Ntr,28,0.292,0.81,230801,0.785,0.00474,5,0.154,-9.93,1,0.0417,119.969,4,0.911
Barrio Boyzz,Rico,2SONNbf45OjvfGQdSzuleS,25,0.0207,0.813,274627,0.694,0.0,11,0.077,-10.455,0,0.033,126.064,4,0.964
Organización X,Me Quiero Divorciar,2bJAXMfnc9cVZZG820z4Wd,35,0.387,0.83,181787,0.906,4.52e-06,7,0.27,-4.74,1,0.0438,104.757,4,0.894
Kumar Sanu,Tera Aana Tera Jaana,3pZJAagGNFan9R7QY5DOJV,31,0.125,0.905,293133,0.766,2.16e-06,7,0.206,-11.768,0,0.0505,130.057,4,0.964
